frame_id,timestamp,lm_0_x,lm_0_y,lm_0_z,lm_0_vis,lm_1_x,lm_1_y,lm_1_z,lm_1_vis,lm_2_x,lm_2_y,lm_2_z,lm_2_vis,lm_3_x,lm_3_y,lm_3_z,lm_3_vis,lm_4_x,lm_4_y,lm_4_z,lm_4_vis,lm_5_x,lm_5_y,lm_5_z,lm_5_vis,lm_6_x,lm_6_y,lm_6_z,lm_6_vis,lm_7_x,lm_7_y,lm_7_z,lm_7_vis,lm_8_x,lm_8_y,lm_8_z,lm_8_vis,lm_9_x,lm_9_y,lm_9_z,lm_9_vis,lm_10_x,lm_10_y,lm_10_z,lm_10_vis,lm_11_x,lm_11_y,lm_11_z,lm_11_vis,lm_12_x,lm_12_y,lm_12_z,lm_12_vis,lm_13_x,lm_13_y,lm_13_z,lm_13_vis,lm_14_x,lm_14_y,lm_14_z,lm_14_vis,lm_15_x,lm_15_y,lm_15_z,lm_15_vis,lm_16_x,lm_16_y,lm_16_z,lm_16_vis,lm_17_x,lm_17_y,lm_17_z,lm_17_vis,lm_18_x,lm_18_y,lm_18_z,lm_18_vis,lm_19_x,lm_19_y,lm_19_z,lm_19_vis,lm_20_x,lm_20_y,lm_20_z,lm_20_vis,lm_21_x,lm_21_y,lm_21_z,lm_21_vis,lm_22_x,lm_22_y,lm_22_z,lm_22_vis,lm_23_x,lm_23_y,lm_23_z,lm_23_vis,lm_24_x,lm_24_y,lm_24_z,lm_24_vis,lm_25_x,lm_25_y,lm_25_z,lm_25_vis,lm_26_x,lm_26_y,lm_26_z,lm_26_vis,lm_27_x,lm_27_y,lm_27_z,lm_27_vis,lm_28_x,lm_28_y,lm_28_z,lm_28_vis,lm_29_x,lm_29_y,lm_29_z,lm_29_vis,lm_30_x,lm_30_y,lm_30_z,lm_30_vis,lm_31_x,lm_31_y,lm_31_z,lm_31_vis,lm_32_x,lm_32_y,lm_32_z,lm_32_vis
1,1.0663926601409912,0.5156356692314148,0.2125290036201477,-0.412956565618515,0.9999176263809204,0.5212482213973999,0.19859948754310608,-0.3872903883457184,0.9998167157173157,0.5249158143997192,0.19930213689804077,-0.38740724325180054,0.9998093247413635,0.52853924036026,0.20019873976707458,-0.3874753415584564,0.9997984766960144,0.5092848539352417,0.19723394513130188,-0.3949819505214691,0.99983811378479,0.5046270489692688,0.19720043241977692,-0.39505913853645325,0.9998335838317871,0.5000341534614563,0.19733402132987976,-0.3951647877693176,0.9998273849487305,0.5291784405708313,0.21174539625644684,-0.22139568626880646,0.9997157454490662,0.4884774684906006,0.20766323804855347,-0.2575805187225342,0.9998132586479187,0.5206384062767029,0.23130491375923157,-0.34936100244522095,0.9999415874481201,0.5046703815460205,0.2291153371334076,-0.3598521649837494,0.9999463558197021,0.5682010650634766,0.322096049785614,-0.10656837373971939,0.9999072551727295,0.4336203932762146,0.3364454209804535,-0.1412353813648224,0.9998849630355835,0.5929630994796753,0.46194717288017273,-0.013751390390098095,0.9840714931488037,0.4030068814754486,0.47598159313201904,-0.06317935883998871,0.9925992488861084,0.5696092247962952,0.5786008238792419,-0.17968958616256714,0.9663271903991699,0.44322091341018677,0.5922971367835999,-0.18682989478111267,0.9763591289520264,0.5648635625839233,0.6205180883407593,-0.23467233777046204,0.9313198924064636,0.44390764832496643,0.6337065100669861,-0.23211482167243958,0.9525226354598999,0.548238217830658,0.6127045154571533,-0.2789812684059143,0.9362828135490417,0.4599233567714691,0.6272596120834351,-0.27385905385017395,0.9553655385971069,0.5454936027526855,0.5990711450576782,-0.1996699422597885,0.9219220876693726,0.4617841839790344,0.6130390167236328,-0.20379221439361572,0.9453517198562622,0.5487367510795593,0.6215558648109436,0.003104351693764329,0.9947468638420105,0.4644707143306732,0.6191040277481079,-0.0027767838910222054,0.9961031675338745,0.5520679354667664,0.8379244208335876,-0.064481221139431,0.8883339762687683,0.4541040062904358,0.8314921259880066,-0.051853157579898834,0.8798032402992249,0.5735663175582886,1.0242019891738892,0.20904581248760223,0.5783692598342896,0.4419618248939514,1.028740644454956,0.16505147516727448,0.6417627334594727,0.5672405958175659,1.0501049757003784,0.22643005847930908,0.407898485660553,0.4446567893028259,1.0543138980865479,0.1782589852809906,0.34534505009651184,0.5887285470962524,1.0904964208602905,0.05976643040776253,0.4180522561073303,0.43931302428245544,1.0960063934326172,-0.015429079532623291,0.46131208539009094
2,1.2035138607025146,0.5138006806373596,0.20761634409427643,-0.37666288018226624,0.9999238848686218,0.5201176404953003,0.1937279999256134,-0.3494579493999481,0.9998311400413513,0.5242609977722168,0.19448794424533844,-0.3495541512966156,0.9998242259025574,0.5281366109848022,0.19549427926540375,-0.34964868426322937,0.9998148679733276,0.5070403814315796,0.19254082441329956,-0.3559930920600891,0.9998499155044556,0.5017325282096863,0.19266019761562347,-0.3560280203819275,0.9998458623886108,0.49644607305526733,0.19287000596523285,-0.35608285665512085,0.999840497970581,0.52970951795578,0.20784512162208557,-0.19286562502384186,0.9997368454933167,0.48680686950683594,0.2044464647769928,-0.22582276165485382,0.9998263716697693,0.5201460123062134,0.22679540514945984,-0.3186841905117035,0.9999455809593201,0.5033471584320068,0.22542065382003784,-0.32819047570228577,0.9999497532844543,0.5705991983413696,0.32360774278640747,-0.09310416132211685,0.999910295009613,0.4342859387397766,0.33547988533973694,-0.13764555752277374,0.9998853206634521,0.5931780934333801,0.46644002199172974,-0.013202098198235035,0.9841453433036804,0.4030105173587799,0.4803609848022461,-0.08486313372850418,0.9926276803016663,0.5927954912185669,0.603473424911499,-0.15272407233715057,0.9673852324485779,0.41284918785095215,0.6054362654685974,-0.2048855721950531,0.9756197333335876,0.5979293584823608,0.6464616656303406,-0.1986699104309082,0.9330613017082214,0.40879136323928833,0.648799479007721,-0.24842503666877747,0.9506694674491882,0.5862866640090942,0.6451848149299622,-0.24453863501548767,0.9379677176475525,0.4208289086818695,0.6468445062637329,-0.2929169237613678,0.953696608543396,0.5822073817253113,0.6343254446983337,-0.17398566007614136,0.9241840243339539,0.42588409781455994,0.6367184519767761,-0.22424975037574768,0.9440643191337585,0.5489598512649536,0.6207815408706665,0.007039973046630621,0.9950317740440369,0.4628288745880127,0.6183192729949951,-0.006832850631326437,0.9961995482444763,0.5524993538856506,0.8477672338485718,-0.08419875800609589,0.8871251344680786,0.43634748458862305,0.8436434268951416,-0.08454927057027817,0.880512535572052,0.5738490223884583,1.057531714439392,0.12160728871822357,0.5778631567955017,0.4152204990386963,1.0475236177444458,0.07766174525022507,0.6332812905311584,0.5674489140510559,1.0837563276290894,0.13034410774707794,0.38954484462738037,0.4144427180290222,1.0728756189346313,0.08433516323566437,0.3288288116455078,0.5881847143173218,1.1292797327041626,-0.053622014820575714,0.4097127318382263,0.419409841299057,1.120259404182434,-0.12140069901943207,0.4518757164478302
3,1.3569355010986328,0.51231849193573,0.2078537493944168,-0.4612366557121277,0.9999300837516785,0.5192914605140686,0.19387072324752808,-0.4361887574195862,0.9998449683189392,0.5238984823226929,0.19457779824733734,-0.4362519681453705,0.9998387098312378,0.5280441045761108,0.19552652537822723,-0.4363681674003601,0.9998305439949036,0.5049417018890381,0.19269053637981415,-0.44193190336227417,0.9998613595962524,0.49922245740890503,0.1927987039089203,-0.44200292229652405,0.9998577833175659,0.4935417175292969,0.19299942255020142,-0.4420322775840759,0.9998529553413391,0.5308408737182617,0.20776453614234924,-0.2742704451084137,0.9997577667236328,0.48538070917129517,0.20422610640525818,-0.30494770407676697,0.9998391270637512,0.5198205709457397,0.2271265834569931,-0.4000088572502136,0.9999496340751648,0.501517653465271,0.22581042349338531,-0.40888485312461853,0.9999531507492065,0.5729407072067261,0.3300779461860657,-0.1515156775712967,0.9999141097068787,0.4348493218421936,0.33508020639419556,-0.2005196511745453,0.9998887181282043,0.595264196395874,0.48284846544265747,-0.050566621124744415,0.9846925139427185,0.40420880913734436,0.48200151324272156,-0.1418907642364502,0.9926794767379761,0.607270359992981,0.6253350377082825,-0.16019807755947113,0.9686598777770996,0.39966198801994324,0.619739830493927,-0.2566838264465332,0.9746602773666382,0.6155738234519958,0.6670500636100769,-0.20788386464118958,0.934906542301178,0.39038974046707153,0.6658970713615417,-0.2983465790748596,0.948214054107666,0.6024492383003235,0.6654994487762451,-0.2486656904220581,0.9398133754730225,0.40227752923965454,0.66692715883255,-0.3489113450050354,0.9514725208282471,0.5967181324958801,0.6526267528533936,-0.18432897329330444,0.9266760945320129,0.40817731618881226,0.6550506949424744,-0.2786673903465271,0.9422511458396912,0.5492727756500244,0.6206914782524109,0.011030171997845173,0.9953364729881287,0.46214619278907776,0.6169336438179016,-0.01094639953225851,0.9963331818580627,0.5524957180023193,0.8558365106582642,-0.08065365254878998,0.8854770064353943,0.4340578615665436,0.8494619131088257,-0.08591417968273163,0.8800774216651917,0.5729156136512756,1.0637496709823608,0.13149894773960114,0.5786587595939636,0.4115373194217682,1.0511908531188965,0.09699644893407822,0.6207810640335083,0.5666590929031372,1.0900276899337769,0.14061708748340607,0.3740118443965912,0.4104383885860443,1.075412631034851,0.10544997453689575,0.3108969032764435,0.5839296579360962,1.1346057653427124,-0.047580040991306305,0.40604260563850403,0.4168931543827057,1.1248563528060913,-0.10303238779306412,0.44061678647994995
4,1.4727041721343994,0.5123111605644226,0.20784510672092438,-0.44264864921569824,0.9999363422393799,0.5192936062812805,0.19306699931621552,-0.41710177063941956,0.9998587369918823,0.5239871740341187,0.19374296069145203,-0.41718608140945435,0.9998529553413391,0.5282384753227234,0.1947307586669922,-0.4172828793525696,0.9998458027839661,0.504887580871582,0.1918289214372635,-0.42363327741622925,0.9998732805252075,0.4990984797477722,0.19181446731090546,-0.4237039089202881,0.9998700022697449,0.49336695671081543,0.19200517237186432,-0.42376676201820374,0.9998657703399658,0.5324510335922241,0.20694230496883392,-0.2547467350959778,0.9997788667678833,0.4850441813468933,0.20221629738807678,-0.28706997632980347,0.9998525977134705,0.5198055505752563,0.22721515595912933,-0.3811589479446411,0.9999539852142334,0.5013561844825745,0.22587423026561737,-0.3903976082801819,0.9999569654464722,0.5743897557258606,0.332035630941391,-0.13812784850597382,0.9999193549156189,0.4352089464664459,0.3332342505455017,-0.18124938011169434,0.9998950362205505,0.5972570180892944,0.48860055208206177,-0.041519202291965485,0.9852589964866638,0.4054512083530426,0.4829351305961609,-0.12020745128393173,0.9927345514297485,0.6104305386543274,0.630458414554596,-0.1569487303495407,0.9700656533241272,0.39610835909843445,0.6217985153198242,-0.2421572506427765,0.974795937538147,0.6191087961196899,0.6718080639839172,-0.20003095269203186,0.9373477101325989,0.3848215639591217,0.6699164509773254,-0.2858564257621765,0.9482656717300415,0.6051260232925415,0.6694847941398621,-0.24884279072284698,0.9421098828315735,0.39643657207489014,0.6710195541381836,-0.3375887870788574,0.9515708088874817,0.5988637804985046,0.6567851305007935,-0.18054816126823425,0.9296915531158447,0.40273579955101013,0.6583541631698608,-0.2648256719112396,0.9429008960723877,0.5497760772705078,0.6203209757804871,0.010922112502157688,0.9956710934638977,0.461810439825058,0.615993857383728,-0.010829456150531769,0.9965345859527588,0.5525525808334351,0.8618975877761841,-0.08758696913719177,0.8873977661132812,0.4333503842353821,0.8529965877532959,-0.08015653491020203,0.8817592263221741,0.5716582536697388,1.0659725666046143,0.10789716243743896,0.581299901008606,0.4161593019962311,1.0519052743911743,0.1117844209074974,0.6130728721618652,0.5652331113815308,1.0914561748504639,0.11510132253170013,0.35731619596481323,0.416635662317276,1.0764267444610596,0.12108341604471207,0.2978425920009613,0.5809475183486938,1.1405880451202393,-0.07744380086660385,0.4037342369556427,0.41845542192459106,1.1269354820251465,-0.08406928181648254,0.43461641669273376
5,1.6202540397644043,0.5123292207717896,0.20766392350196838,-0.4353327751159668,0.9999418258666992,0.5193032026290894,0.19191914796829224,-0.4097239375114441,0.9998708367347717,0.5241408348083496,0.1924775093793869,-0.40981054306030273,0.9998654723167419,0.5284830331802368,0.19343391060829163,-0.40990376472473145,0.9998592734336853,0.504800021648407,0.19096066057682037,-0.4163849353790283,0.9998837113380432,0.49893078207969666,0.19098414480686188,-0.41645699739456177,0.9998807311058044,0.4931151866912842,0.19124485552310944,-0.4165310263633728,0.9998771548271179,0.5338442325592041,0.20528163015842438,-0.24848756194114685,0.9997975826263428,0.4849795401096344,0.20091252028942108,-0.2814704179763794,0.9998644590377808,0.5198302865028381,0.22716368734836578,-0.37395909428596497,0.9999578595161438,0.5013466477394104,0.22589582204818726,-0.3830679953098297,0.9999603629112244,0.5760349035263062,0.33266010880470276,-0.1341152787208557,0.9999240040779114,0.4357830882072449,0.3327796161174774,-0.17279410362243652,0.9999006390571594,0.5971945524215698,0.48715874552726746,-0.039830196648836136,0.9855886101722717,0.40659695863723755,0.48411405086517334,-0.11024866253137589,0.9927406907081604,0.6096490621566772,0.6255740523338318,-0.1600598394870758,0.9708240032196045,0.3957678973674774,0.6245494484901428,-0.23593087494373322,0.9748632907867432,0.6168637871742249,0.6668252944946289,-0.20436891913414001,0.9386520385742188,0.38368940353393555,0.6724280118942261,-0.2807486653327942,0.9482232928276062,0.6039742231369019,0.6643272042274475,-0.2535373568534851,0.9433611631393433,0.3963082730770111,0.6728357076644897,-0.33287879824638367,0.9516044855117798,0.5986629724502563,0.65273118019104,-0.18286433815956116,0.9314677715301514,0.4024628698825836,0.6596481800079346,-0.2589685022830963,0.9434172511100769,0.5503717660903931,0.6201175451278687,0.010604762472212315,0.9959667921066284,0.46151041984558105,0.6160100698471069,-0.010591578669846058,0.9967044591903687,0.5529190301895142,0.8634401559829712,-0.08943034708499908,0.8916615843772888,0.43115663528442383,0.8605272173881531,-0.07868492603302002,0.8853627443313599,0.571141242980957,1.0729022026062012,0.10492098331451416,0.5959793925285339,0.41586223244667053,1.0610573291778564,0.10627742856740952,0.6144334077835083,0.5651298761367798,1.0971641540527344,0.11191519349813461,0.34552863240242004,0.4171321988105774,1.085217833518982,0.11429206281900406,0.28890082240104675,0.5759878158569336,1.1513592004776,-0.08594198524951935,0.4142962098121643,0.4179413318634033,1.1394277811050415,-0.09216666221618652,0.43775397539138794
6,1.7963931560516357,0.5115870833396912,0.20756138861179352,-0.4243627190589905,0.9999467730522156,0.5189871788024902,0.19131164252758026,-0.40059226751327515,0.9998817443847656,0.5240158438682556,0.19182918965816498,-0.4006616473197937,0.9998767375946045,0.5284835696220398,0.19274236261844635,-0.4008018970489502,0.9998714327812195,0.5039905905723572,0.19039693474769592,-0.4032125473022461,0.999893069267273,0.4982093274593353,0.1904187649488449,-0.40322428941726685,0.9998902082443237,0.49238061904907227,0.1906677633523941,-0.40324312448501587,0.999887228012085,0.5346859693527222,0.20408950746059418,-0.24748341739177704,0.9998146295547485,0.4849744439125061,0.1998118907213211,-0.259215772151947,0.999875009059906,0.5195273160934448,0.2271396517753601,-0.36534383893013,0.999961256980896,0.5007477402687073,0.2259257733821869,-0.36897897720336914,0.9999633431434631,0.5779687166213989,0.33248549699783325,-0.133713036775589,0.9999279975891113,0.43682584166526794,0.33264821767807007,-0.15720060467720032,0.9999052286148071,0.5971127152442932,0.485122948884964,-0.038578879088163376,0.9860108494758606,0.4084646701812744,0.4842281937599182,-0.10332024097442627,0.9925963282585144,0.6099425554275513,0.6207465529441833,-0.15331590175628662,0.9718669056892395,0.3987158238887787,0.6215827465057373,-0.22921738028526306,0.9749108552932739,0.6154221296310425,0.6624504923820496,-0.19629424810409546,0.9405562877655029,0.3895595371723175,0.6683431267738342,-0.27406904101371765,0.9483733177185059,0.6030322909355164,0.6599194407463074,-0.24819877743721008,0.9451392292976379,0.4001971185207367,0.668065071105957,-0.3250191807746887,0.9517834782600403,0.5984606146812439,0.648785412311554,-0.1767437607049942,0.9338070750236511,0.40524572134017944,0.6557807922363281,-0.2512337565422058,0.9439541697502136,0.5504652261734009,0.6190484762191772,0.010455161333084106,0.9962266087532043,0.4611063599586487,0.614911675453186,-0.010402001440525055,0.996850311756134,0.5533217191696167,0.8648335337638855,-0.0968746766448021,0.8954188227653503,0.43267878890037537,0.8633027672767639,-0.07675149291753769,0.8886949419975281,0.5708544850349426,1.07273268699646,0.08877892792224884,0.6071982383728027,0.41798853874206543,1.062682867050171,0.104522205889225,0.6177199482917786,0.5646907687187195,1.0975817441940308,0.09500212222337723,0.3371982276439667,0.42168760299682617,1.0878489017486572,0.11172059923410416,0.2829433083534241,0.5765949487686157,1.1506555080413818,-0.10227670520544052,0.42192941904067993,0.41931143403053284,1.140893816947937,-0.09552765637636185,0.4414108097553253
7,1.896700143814087,0.5116127729415894,0.20762282609939575,-0.3116191327571869,0.9999513030052185,0.5190793871879578,0.19139252603054047,-0.2853287160396576,0.9998918175697327,0.5242330431938171,0.19191831350326538,-0.2854204773902893,0.9998871088027954,0.5288418531417847,0.1928158849477768,-0.28554970026016235,0.9998825788497925,0.5040436387062073,0.19045710563659668,-0.28836697340011597,0.9999018907546997,0.4983166754245758,0.1904406100511551,-0.2883414030075073,0.99989914894104,0.4925515651702881,0.19066840410232544,-0.288347989320755,0.999896764755249,0.5358526110649109,0.20403723418712616,-0.13644786179065704,0.9998300671577454,0.4852169156074524,0.19952289760112762,-0.1513008177280426,0.999885082244873,0.5195997357368469,0.2271837294101715,-0.25621694326400757,0.9999643564224243,0.5007679462432861,0.22595728933811188,-0.2604852616786957,0.9999662041664124,0.5786300897598267,0.3328140676021576,-0.05088237673044205,0.9999322295188904,0.4381631910800934,0.33215004205703735,-0.07337793707847595,0.9999101758003235,0.5976159572601318,0.4839895963668823,0.005222690291702747,0.9860116839408875,0.40992480516433716,0.4840959310531616,-0.038329221308231354,0.9924759864807129,0.6111034154891968,0.6178501844406128,-0.13237950205802917,0.9726295471191406,0.4014819264411926,0.6196584701538086,-0.18001879751682281,0.9751043319702148,0.616187334060669,0.6594756841659546,-0.1804690957069397,0.942156970500946,0.39365339279174805,0.6658696532249451,-0.22951404750347137,0.9487978219985962,0.603962779045105,0.6563507914543152,-0.228859543800354,0.9465723037719727,0.40421217679977417,0.6650348901748657,-0.27751511335372925,0.9521805047988892,0.5995485186576843,0.6449615359306335,-0.15526553988456726,0.9356549382209778,0.4091579020023346,0.6530033349990845,-0.20231148600578308,0.9447179436683655,0.5513153076171875,0.6182824969291687,0.010003702715039253,0.9964824914932251,0.4612756669521332,0.614391565322876,-0.009943274781107903,0.9970150589942932,0.5534173250198364,0.8650650382041931,-0.0962856262922287,0.8982264399528503,0.4342164099216461,0.8622483611106873,-0.0754086822271347,0.8909098505973816,0.5705003142356873,1.073405146598816,0.08199571073055267,0.6124767661094666,0.41943055391311646,1.0627726316452026,0.0973987728357315,0.6170404553413391,0.5639808773994446,1.0985138416290283,0.08795466274023056,0.3245522975921631,0.4222440719604492,1.0884684324264526,0.10419049113988876,0.27487924695014954,0.5770620107650757,1.1514801979064941,-0.10356582701206207,0.42319634556770325,0.42063695192337036,1.1407266855239868,-0.09800552576780319,0.4411848783493042
8,1.9902489185333252,0.5118871331214905,0.20773394405841827,-0.3150685727596283,0.999955415725708,0.5195035934448242,0.19156306982040405,-0.2881292700767517,0.9999010562896729,0.5247660875320435,0.19209927320480347,-0.28822949528694153,0.9998966455459595,0.5294414162635803,0.19297681748867035,-0.28835320472717285,0.9998927712440491,0.5044313073158264,0.1905989795923233,-0.2925075888633728,0.9999100565910339,0.4985744059085846,0.19052830338478088,-0.29249709844589233,0.9999074339866638,0.49271339178085327,0.1907270848751068,-0.2925242781639099,0.999905526638031,0.5370194911956787,0.20431441068649292,-0.13569721579551697,0.9998441338539124,0.48571261763572693,0.19958262145519257,-0.1572471261024475,0.9998946189880371,0.5199145674705505,0.2273503988981247,-0.2585143446922302,0.9999671578407288,0.5010504722595215,0.22612477838993073,-0.2646607458591461,0.9999688267707825,0.5793786644935608,0.33292895555496216,-0.04408273473381996,0.9999353885650635,0.4396258294582367,0.33206090331077576,-0.07858304679393768,0.9999147057533264,0.5997127294540405,0.4834131598472595,0.018417270854115486,0.9859198331832886,0.41029900312423706,0.48399245738983154,-0.0393298901617527,0.9925030469894409,0.6130654215812683,0.6162164807319641,-0.12516143918037415,0.9730550646781921,0.40148258209228516,0.615839958190918,-0.17757558822631836,0.9753625392913818,0.6187480688095093,0.6581491827964783,-0.1730543076992035,0.9430840611457825,0.3933853209018707,0.661149263381958,-0.22536464035511017,0.9492419362068176,0.6061890125274658,0.6544219851493835,-0.22130100429058075,0.947429895401001,0.4038449227809906,0.6605809926986694,-0.27381861209869385,0.9526269435882568,0.6014319658279419,0.6427529454231262,-0.14813396334648132,0.9368644952774048,0.4089132845401764,0.650814414024353,-0.19976893067359924,0.9455145001411438,0.5524842143058777,0.6182804703712463,0.010282897390425205,0.9966939091682434,0.46220117807388306,0.6144431829452515,-0.0101791275665164,0.9971507787704468,0.5563756823539734,0.8654817938804626,-0.09949436038732529,0.900270938873291,0.4344692826271057,0.8636420965194702,-0.07573626935482025,0.8925610184669495,0.5719086527824402,1.071067214012146,0.0823666900396347,0.6114093661308289,0.4205830991268158,1.0608856678009033,0.10445833206176758,0.6092730760574341,0.564683735370636,1.0965842008590698,0.08930312842130661,0.31453776359558105,0.42324385046958923,1.0864852666854858,0.11234714090824127,0.26518315076828003,0.5810703039169312,1.14724600315094,-0.09501223266124725,0.4183352291584015,0.42120593786239624,1.1372524499893188,-0.09361837804317474,0.43344846367836
9,2.097079038619995,0.5126570463180542,0.20803314447402954,-0.2930815517902374,0.9999591112136841,0.5204448699951172,0.19173663854599,-0.26581132411956787,0.9999093413352966,0.525801956653595,0.19223307073116302,-0.265916109085083,0.9999052286148071,0.5304109454154968,0.1930496096611023,-0.2660444378852844,0.9999020099639893,0.5052556395530701,0.19082093238830566,-0.27064305543899536,0.9999172687530518,0.49920353293418884,0.1906793713569641,-0.27063095569610596,0.9999147653579712,0.4931938052177429,0.19082404673099518,-0.270651638507843,0.9999132752418518,0.5381552577018738,0.204353466629982,-0.11313432455062866,0.9998569488525391,0.486091673374176,0.19968147575855255,-0.136388897895813,0.9999029040336609,0.520749568939209,0.227634996175766,-0.2363363802433014,0.9999696612358093,0.5018059611320496,0.22636672854423523,-0.24301370978355408,0.9999710917472839,0.581139087677002,0.33313634991645813,-0.026104871183633804,0.9999391436576843,0.440408319234848,0.3319036364555359,-0.06173219531774521,0.9999181628227234,0.6010695695877075,0.4829506576061249,0.030456002801656723,0.9860324263572693,0.41032296419143677,0.4839231073856354,-0.026718830689787865,0.9924148917198181,0.6154706478118896,0.6149560809135437,-0.11785569041967392,0.9739583730697632,0.39925315976142883,0.6153895258903503,-0.16662578284740448,0.9753690361976624,0.6219485998153687,0.6572797894477844,-0.16648228466510773,0.944945216178894,0.39093074202537537,0.6608649492263794,-0.21480543911457062,0.9493118524551392,0.609122633934021,0.6540261507034302,-0.2146269828081131,0.9491751194000244,0.4017651081085205,0.6604867577552795,-0.26351383328437805,0.952747106552124,0.6037748456001282,0.6423028707504272,-0.14091068506240845,0.939001739025116,0.4066844582557678,0.6498098373413086,-0.18909448385238647,0.9458895921707153,0.5530282258987427,0.6183986067771912,0.010164415463805199,0.9968959093093872,0.4624016284942627,0.614660918712616,-0.0100459735840559,0.9972683191299438,0.5563090443611145,0.8651958107948303,-0.09766604006290436,0.9032549262046814,0.43474870920181274,0.8659131526947021,-0.07835168391466141,0.8946577310562134,0.571912944316864,1.0735965967178345,0.08977273106575012,0.6162402629852295,0.4213108420372009,1.062163233757019,0.10559679567813873,0.6054552793502808,0.5647476315498352,1.0989556312561035,0.09728492796421051,0.30533701181411743,0.42389097809791565,1.0872764587402344,0.11434097588062286,0.2564713954925537,0.58087158203125,1.1498095989227295,-0.08825714886188507,0.4192897081375122,0.42138227820396423,1.1383540630340576,-0.08703144639730453,0.43013256788253784
10,2.213639259338379,0.5130748748779297,0.20804330706596375,-0.3259121775627136,0.9999624490737915,0.5209391713142395,0.19176031649112701,-0.2975771129131317,0.999916672706604,0.5264347791671753,0.19225716590881348,-0.2976856827735901,0.9999127388000488,0.5311211347579956,0.19306039810180664,-0.29778051376342773,0.9999101161956787,0.5055928826332092,0.19086839258670807,-0.30512282252311707,0.999923586845398,0.49945300817489624,0.19072557985782623,-0.305146723985672,0.9999211430549622,0.49336355924606323,0.19087104499340057,-0.30519774556159973,0.9999200701713562,0.5393312573432922,0.20430396497249603,-0.12725666165351868,0.9998682737350464,0.48641952872276306,0.1996840536594391,-0.17038600146770477,0.9999099969863892,0.5212670564651489,0.2276289314031601,-0.2647266387939453,0.9999719262123108,0.5022034049034119,0.22638994455337524,-0.2753528356552124,0.9999731183052063,0.5826765894889832,0.3330557644367218,-0.04092533886432648,0.9999423027038574,0.44137221574783325,0.33182990550994873,-0.08105823397636414,0.9999216794967651,0.6025055646896362,0.48296505212783813,0.009940176270902157,0.986411988735199,0.41088181734085083,0.48386648297309875,-0.03271254152059555,0.992368757724762,0.6171674132347107,0.6163201928138733,-0.12051130831241608,0.974947988986969,0.3973934054374695,0.615871787071228,-0.16832363605499268,0.9754446744918823,0.6239966154098511,0.6589971780776978,-0.1737227886915207,0.9468498826026917,0.3870618939399719,0.6608514785766602,-0.21568024158477783,0.9494816660881042,0.6119301915168762,0.6566941142082214,-0.21821358799934387,0.9509376287460327,0.397356241941452,0.6605361104011536,-0.2731047570705414,0.952953577041626,0.6061884164810181,0.6446700692176819,-0.14132378995418549,0.9412118792533875,0.4030258059501648,0.6496850252151489,-0.19670924544334412,0.9464477896690369,0.554164469242096,0.6183887720108032,0.00995299220085144,0.9970609545707703,0.4626358449459076,0.6145755648612976,-0.009844042360782623,0.9973651170730591,0.5562846064567566,0.8648352026939392,-0.09766870737075806,0.9057154059410095,0.4349159300327301,0.8644083738327026,-0.07751933485269547,0.8967612385749817,0.571098804473877,1.0718462467193604,0.08595558255910873,0.6211846470832825,0.42188960313796997,1.061976432800293,0.10501545667648315,0.605459451675415,0.5639201402664185,1.0971510410308838,0.09262336790561676,0.2976216673851013,0.4251553416252136,1.0872706174850464,0.11296983808279037,0.2508346736431122,0.5799248218536377,1.1480499505996704,-0.09545308351516724,0.4224483370780945,0.4214775562286377,1.1388015747070312,-0.08773979544639587,0.43069708347320557
